Id,Name,Date,Rating,Popularity,Length,Tags
40,Grisaia no Meikyuu -LE LABYRINTHE DE LA GRISAIA-,2012-02-24,8.06,32.39,Medium,"['Adult Heroine', 'Heroine with Big Breasts', 'Male Protagonist', 'Romance', 'Modern Day Japan', 'Completion Status Indicator', 'Normal Scene Recollection', 'Protagonist with a Face', 'ADV', 'Brief NVL Scenes', 'Mentor Support Character', 'Sniper Protagonist', 'Proactive Protagonist', 'Soldier Protagonist', 'Other Perspectives', 'Comedy', 'Drama', 'Linear Plot', 'Pragmatic Protagonist', 'Serious Protagonist', 'Side Portraits', 'Student Heroine', 'Student Protagonist', 'Scenario Selection', 'Naked Sprites', 'Fake Options']"
41,Neko Para Vol.1 Soleil Kaiten Shimashita!,2014-12-29,6.82,31.72,Short,"['Heroine with Small Breasts (Non-Loli)', 'Nekomimi Heroine', 'Only Good Endings', 'Single Ending', 'Highly Animated Sprites', 'Kinetic Novel', 'High Amount of Special Effects', 'Baker Protagonist', 'Lip Sync', 'Under the Same Roof', 'Catgirl Heroine', 'ADV', 'Only Virgin Heroines', 'Cafe', 'Waitress Heroine', 'Slice of Life', 'Male Protagonist', 'Family Life Comedy', 'Twin Sisters as Heroines', ""Protagonist's Sister as a Support Character"", 'Coodere Heroine', 'White Haired Heroine', 'Chest Bounciness Slider', ""Super Deformed CG's"", 'Other Perspectives', 'Achievements']"
42,Ao no Kanata no Four Rhythm,2014-11-28,8.32,31.67,Long,"['Backlog Jump', 'Coach Protagonist', 'Competition', 'Friendship', 'Kissing Scene', 'Lots of Event CGs', 'Mid-game Videos', 'Naked Sprites', 'Fictional Island Near Futuristic Japan', 'School Sports Club Member Heroine', 'Laid-back Heroine', 'Multiple Endings', 'Only Virgin Heroines', 'ADV', 'Male Protagonist', 'Sports', 'Duel', 'Serious Protagonist', 'Mentor Support Character', 'High Amount of Special Effects', 'Near Future', 'School Sports Club', 'Multiple Credit Rolls', 'Long Common Route', ""Super Deformed CG's"", 'Episodic Story', 'Sprite Viewer', 'Varying Ending Songs', 'Few Choices', 'Infodumping']"
43,Kyokugen Dasshutsu ADV - Zennin Shibou Desu,2012-02-16,8.25,31.28,Long,"['Bad Endings with Story', 'Built-in Flowchart', 'Confinement', 'Death Game', 'Infodumping', 'Interactive Adventure Game', 'Male Protagonist', 'Suspense', 'Unlockable Routes', 'ADV', 'Realtime 3D', 'Escape Game', 'One True End', 'Puzzle Game', 'Mystery', 'Multiple Route Mystery', 'Multiple Endings', 'More Than Seven Endings', 'Bad Ending(s)', 'Blind Choices', 'Oyaji Hero', 'Flashback', 'White Haired Hero', 'White Haired Heroine', 'Hard Science Fiction', 'Fear of Death', 'Horror', 'Shota Hero']"
44,Fata Morgana no Yakata,2012-12-27,8.77,31.28,Long,"['Drama', 'One True End', 'Gothic Romance', 'Mystery', 'Western-style Mansion', 'Passage of Time', 'Discrimination', 'Multiple Songs', 'Descriptions of Violence', 'Episodic Story', 'Music Recollection', 'Amnesia', 'No Sexual Content', 'Middle Ages Europe', 'ADV', 'Suspense', 'Maid Heroine', 'Master and Servant', 'White Haired Heroine', 'Ending List', 'Ambient Sounds', 'Enforced Playing Order', 'Unlockable Gallery', 'No Opening Movie', 'Romance', '100% Completion Bonus', 'Brief NVL Scenes', 'Multi-Selection Choices', 'Thriller', 'Bloody Scenes']"
45,Gyakuten Saiban 2,2002-10-22,7.57,30.88,Medium,"['Child Support Character', 'Falsely Accused', 'Homicide', 'Loli Support Character', 'No Romance Plot', 'Lawyer Protagonist', 'No Sexual Content', 'ADV', 'Courtroom', 'Interactive Adventure Game', 'Adult Protagonist', 'Crime', 'Detective Work', 'Male Protagonist', 'Protagonist with a Face', 'Mystery', 'Battle of Wits', 'Murder Mystery', 'Linear Plot', '2010s', 'Episodic Story', 'Protagonist with a Sprite', 'Medium Heroine', 'Character Profiles', 'Dialogue Based', 'Lip Sync', 'No Auto Function', 'No Backlog', 'Multiple Endings', 'Game Over']"
46,Fate/hollow ataraxia,2005-10-28,8.01,28.32,Long,"['100% Completion Bonus', 'Autumn', 'High School Student Hero', 'High School Student Heroine', 'NVL', 'Orphan Protagonist', 'Protagonist with Voice Acting', 'Single Ending', 'Map Movement', 'Urban Fantasy', 'Magic', 'One True End', 'Skip Scenes', 'Asian-style Manor', 'Unlockable Side Stories', 'Male Protagonist', 'Multiple Protagonists', 'Skippable Gameplay', 'Fictional Modern Day Japanese Town', 'Mystery', 'Under the Same Roof', 'Unlockable Event', 'White Haired Heroine', 'Normal Scene Recollection', 'High School', 'Mage Heroine', 'Completion Status Indicator', 'High Amount of Special Effects', 'Slice of Life Comedy', 'Brief Third-person Narrative Sections']"
47,Sanoba Witch,2015-02-27,7.84,28.04,Long,"['Backlog Jump', 'Modern Day Japan', 'Multiple Credit Rolls', 'Multiple Endings', 'Only Virgin Heroines', 'Otaku Heroine', 'Panic Button', 'Slice of Life', 'Student Club Member Heroine', 'Student Club Member Protagonist', 'Unlockable Epilogue', 'Varying Ending Songs', 'Romance', 'ADV', 'Student Protagonist', 'Student Heroine', ""Super Deformed CG's"", 'Male Protagonist', 'Pure Love Story', 'Comedy', 'Branching Plot', 'White Haired Heroine', 'Occult Club', 'Track Display', 'Multiple Songs', 'Half-orphan Protagonist', 'Sprite Viewer', 'Unlockable Side Stories', 'Naked Sprites', 'Episodic Story']"
48,Grisaia no Rakuen -LE EDEN DE LA GRISAIA-,2013-05-24,8.07,26.70,Medium,"['Adult Heroine', 'Brocon Heroine', 'Classic Tsundere Heroine', 'Completion Status Indicator', 'Heroine with Big Breasts', 'High School Student Heroine', 'Modern Tsundere Heroine', 'Perverted Heroine', 'Unlockable Bonus Content', 'Romance', 'Male Protagonist', 'Orphan Protagonist', 'Serious Protagonist', 'Spy Protagonist', 'ADV', 'Orphan Heroine', 'Homicide', 'Pragmatic Protagonist', 'Naked Sprites', 'Normal Scene Recollection', 'Protagonist with a Face', ""Super Deformed CG's"", 'Linear Plot', 'Third-person Narrative', 'Other Perspectives', 'Brief NVL Scenes', 'Female Protagonist for a Short Time', 'Unlockable Side Stories']"
49,Monmusu Quest! Zenshou ~Makereba Youjo ni Okasareru~,2011-03-09,7.59,26.13,Medium,"['Bad Ending(s)', 'Game Over', 'High Amount of Bad Endings', 'Fighting Protagonist', 'Linear Plot', 'Built-in Encyclopedia', 'Duel', 'Monster Girl Heroine', 'Fictional Beings', 'Shota Protagonist', 'Sword Wielding Protagonist', 'ADV', 'Monsters', 'Monster Girl Support Character', 'Protagonist with a Face', 'Fantasy', 'Odyssey', 'Difficulty Settings', 'Sprite Viewer', 'Orphan Protagonist', 'Hint Corner', 'Music Recollection', 'Heroine with Sexual Experience', 'Religious Organization', 'Past Setting in a Fictional World', 'RPG', 'Elemental Beings', 'No Opening Movie', 'Pre-rendered Backgrounds', 'Stock Graphics']"
50,DRACU-RIOT!,2012-03-30,7.69,25.77,Long,"['Discrimination', 'Pure Love Story', 'Slice of Life', 'Romance', 'Fictional Modern Day Japanese Island', 'Vampire Heroine', 'Male Protagonist', 'Only Virgin Heroines', 'Branching Plot', 'Student Heroine', 'Under the Same Roof', 'School Dormitory', 'ADV', ""Super Deformed CG's"", 'Comedy', 'Sprite Viewer', 'Student Protagonist', 'Vampire Protagonist', 'Multiple Endings', 'Episodic Story', 'Fighting Protagonist', 'Unlockable Hero(ine)', 'Other Perspectives', 'Skip Scenes', 'Side Portraits', 'Protagonist with a Face', 'Choices with 4 or More Options', 'Unique Routes', ""Narrating Others' Thoughts"", 'Infodumping']"
51,euphoria,2011-06-24,7.32,25.19,Long,"['High School Student Heroine', 'Male Protagonist', 'Confinement', 'Branching Plot', 'Sadist Protagonist', 'Read Text Marking', 'ADV', 'Multiple Endings', 'Violence', 'Torture', 'Fear of Death', 'High School Student Protagonist', 'Panic Button', 'Desperation', 'Gore', 'Modern Day', 'Hero(ine) Selection', 'Arrogant Heroine', 'Ejaculation Forewarner', 'Gore Filter', 'Music Recollection', ""Protagonist's Childhood Friend as a Heroine"", 'Scat Filter', 'Bad Endings with Story', 'Multiple Route Mystery', 'Central Heroine', 'Sprite Viewer', 'Unlockable Gallery', 'More Than Seven Endings', 'Flashback']"
52,Kanon,1999-06-04,7.65,24.32,Long,"['Branching Plot', 'Heisei Era', 'High School Student Heroine', 'Slice of Life', 'Winter', 'Reunion', 'Nakige', 'Date Display', 'ADV', 'Multiple Endings', 'Male Protagonist', 'Bokukko Heroine', 'Flashback', 'Student Heroine', 'Student Protagonist', 'Under the Same Roof', 'Heroine with Intake Hairstyle', 'Modern Day Japan', ""Protagonist's Kouhai as a Heroine"", 'Emotionless Heroine', 'Lots of Choices', 'Nameable Protagonist', 'Bad Ending(s)', 'Changeable Font', 'Unlockable Epilogue', 'Early Branching Plot', 'Unlockable Side Stories', 'Protagonist with Voice Acting', 'Bad Endings with Story', 'More Than Seven Endings']"
53,Kimi to Kanojo to Kanojo no Koi.,2013-06-28,8.00,24.32,Medium,"['High School Student Heroine', 'Varied Title Screens', 'Dramatic Love Triangle', 'Male Protagonist', 'ADV', 'Love Triangle', 'Romance', 'Student Heroine', 'Student Protagonist', '100% Completion Bonus', 'Forced Auto-Read Sections', 'High School', 'High School Student Protagonist', 'Homeless Heroine', 'Multiple Endings', 'Otaku Heroine', ""Protagonist's Childhood Friend as a Heroine"", 'Tsundere Heroine', 'Actress Heroine', 'Modern Day Earth', 'Bad Endings with Story', 'Branching Plot']"
54,Princess Evangile,2011-07-29,7.36,23.97,Very long,"['Long Common Route', 'Religious School', 'All-girls School', 'Romance', 'High School', 'Male Protagonist', 'Multiple Endings', 'Episodic Story', 'ADV', 'Only Virgin Heroines', 'Only Good Endings', 'School Dormitory', 'Ojousama Heroine', 'School Life Comedy', 'Student Heroine', 'Student Protagonist', 'Fictional Modern Day Japanese Town', ""Super Deformed CG's"", 'Transfer Student Protagonist', 'Branching Plot', 'Student Club Member Heroine', 'Other Perspectives', 'Side Portraits', 'Jealousy', 'Date Display', 'Built-in Encyclopedia', 'Naked Sprites', 'Third-person Narrative', 'Bleep Censor', 'Protagonist with a Face']"
55,Monmusu Quest! Chuushou ~Makereba Youjo ni Okasareru~,2011-12-17,7.98,23.77,Medium,"['Built-in Encyclopedia', 'Fictional Beings', 'Monster Girl Support Character', 'Sword Wielding Protagonist', 'Monsters', 'ADV', 'One True End', 'Shota Protagonist', 'Protagonist with a Face', 'Duel', 'Sword Combat', 'Monster Girl Heroine', 'Fighting Protagonist', 'Sprite Viewer', 'Linear Plot', 'High Amount of Bad Endings', 'Drama', 'Modifications', 'Odyssey', 'Orphan Protagonist', 'Leader Heroine', 'Fantasy', 'Heroine with Sexual Experience', 'Difficulty Settings', 'Music Recollection', 'Hint Corner', 'No Opening Movie', 'Stock Graphics', 'Map Movement', 'RPG']"
56,Osananajimi wa Daitouryou: My girlfriend is the PRESIDENT.,2009-10-30,7.07,23.66,Long,"['High School Student Heroine', 'School Life Comedy', 'Only Virgin Heroines', 'Meaningless Choices', 'Male Protagonist', 'Extraterrestrial', 'Multiple Endings', 'Politician Heroine', 'Ponytail Heroine', 'White Haired Heroine', 'Comedy', 'Parody', 'Romance', ""Super Deformed CG's"", 'Perverted Protagonist', 'Russian Heroine', 'ADV', 'Otaku Friend', 'Modern Day Japan', 'Episodic Story', 'Few Choices', 'Floating Textbox', 'Early Branching Plot', 'Other Perspectives', 'Varied Title Screens', 'Colored Texts', 'Unique Routes', 'Only Good Endings']"
57,CHAOS;CHILD,2014-12-18,8.29,23.42,Very long,"['High School Student Protagonist', 'One True End', 'Delusion', 'Mystery', 'Daydreams', 'Modern Day Shibuya', 'ADV', 'Newspaper Club', 'Protagonist with Voice Acting', 'Ladder Structure', 'Lip Sync', 'No Sexual Content', 'Protagonist with Glasses', 'Orphan Protagonist', 'Science Fiction', 'Arrogant Protagonist', 'Built-in Encyclopedia', 'Enforced Playing Order', 'Homicide', 'Male Protagonist', 'More Than Seven Endings', 'Long Common Route', 'Orphan Heroine', 'Branching Plot', 'Family', 'Murder Mystery', 'Achievements', 'Other Perspectives', 'Multiple Route Mystery', 'Ending List']"
58,SHUFFLE!,2004-01-30,6.75,23.13,Medium,"['Branching Plot', 'Unlockable Hero(ine)', 'ADV', 'Male Protagonist', 'Only Good Endings', 'Student Protagonist', 'Deredere Heroine', 'Comedy', 'Only Virgin Heroines', 'School Life Comedy', 'Sprite Viewer', 'High School', 'Under the Same Roof', 'Protagonist with a Face', 'Romance', ""Protagonist's Childhood Friend as a Heroine"", 'Non-human Heroine', 'Twin Tail Heroine', 'Demon Heroine', 'Reunion', ""Protagonist's Senpai as a Heroine"", 'More Than Seven Endings', 'Date Display', 'Enforced Playing Order', 'Unlockable Choices', 'Unlockable Event', 'Unlockable Routes', 'Other Perspectives']"
59,SWAN SONG,2005-07-29,7.60,23.11,Medium,"['Natural Disaster', 'Life and Death Drama', 'Multiple Protagonists', 'Desperation', 'Societal Collapse', 'Apocalypse', 'Winter', 'Bad Ending(s)', 'Bad Endings with Story', 'Protagonist with Voice Acting', 'Madness', 'Fictional Modern Day Japanese Town', 'Protagonist with a Face', 'Other Perspectives', 'Descriptions of Violence', 'Musician Protagonist', 'Music Recollection', 'No Character Sprites', 'Floating Textbox', 'Violence', 'Crime', 'Multiple Endings', 'Male Protagonist', 'Varying Ending Songs', 'Autistic Heroine', 'Game Over', 'High Amount of Bad Endings', 'Unlockable Event', 'Confinement', 'ADV']"
60,Noble ☆ Works,2010-12-24,7.32,23.06,Long,"['Slice of Life', 'Student Protagonist', 'Student Heroine', 'Modern Day', 'ADV', 'Male Protagonist', 'Romance', 'Comedy', 'Date Display', 'High School', 'Under the Same Roof', 'Secret Identity', 'Poor Protagonist', 'Sprite Viewer', 'Ojousama Heroine', 'Blind Choices', 'Other Perspectives', ""Super Deformed CG's"", 'Heroine with Zettai Ryouiki', 'Maid Heroine', 'Side Portraits', 'Twin Tail Heroine', 'Protagonist with a Face', 'Unlockable Choices', 'Unlockable Event', 'Unlockable Hero(ine)', 'Unlockable Side Stories', 'Naked Sprites', 'Lots of Choices', 'Unlockable Epilogue']"
61,KIRA☆KIRA,2007-11-22,7.51,22.86,Long,"['Flat Tints Only', 'Road Trip', 'Varying Ending Songs', 'Multiple Songs', 'Musician Heroine', 'Musical Environment', 'Musician Protagonist', 'Romance', 'Musical Themes', 'Multiple Endings', 'NVL', 'Protagonist with a Face', 'Slice of Life', 'Comedy', 'Bad Ending(s)', 'Joke Endings', 'Male Friend', 'Only Virgin Heroines', 'Summer', ""Protagonist's Childhood Friend as a Heroine"", 'Musician Hero', 'Unlockable Routes', 'Ojousama Heroine', 'Depression', 'Long Common Route', 'Branching Plot', 'Late Branching Plot', 'Ambient Sounds']"
62,"eden* They were only two, on the planet.",2009-09-18,7.57,22.84,Medium,"['In Medias Res', 'Central Heroine', 'Lots of Event CGs', 'Lip Sync', 'Apocalypse', 'Under the Same Roof', 'Life and Death Drama', 'Protagonist with Voice Acting', 'Genius Heroine', 'Military', 'Kinetic Novel', 'Male Protagonist', 'Protagonist with a Face', 'Future Earth', 'Changeable Font', 'Linear Plot', 'Scientist Heroine', 'Music Recollection', 'ADV', 'Loli Heroine', 'White Haired Heroine', 'Transhumanism', 'Single Ending', 'Soldier Protagonist', 'Proactive Protagonist', 'Varied Title Screens', 'Brief NVL Scenes', 'Maid Heroine', 'Unlockable Side Stories', 'High Amount of Special Effects']"
63,Dies irae ~Acta est Fabula~,2009-07-24,8.07,22.48,Very long,"['2000s', 'Duel', 'Major Antagonist', 'Multiple Route Mystery', 'Orphan Heroine', 'Proactive Protagonist', 'Action', 'Fighting Protagonist', 'Fictional Modern Day Japanese Town', 'Unlockable Routes', 'Protagonist with a Face', 'Protagonist with Voice Acting', 'Combat Capable Friends', 'Battle Royale', 'Music Recollection', 'Unlockable Gallery', 'Other Perspectives', 'Student Protagonist', ""Protagonist's Opponent as a Heroine"", 'Tsundere Heroine', 'Unlockable Side Stories', 'Superpowers', 'Multiple Endings', 'Secret Society', 'Flat Tints Only', 'Multiple Credit Rolls', 'Read Text Marking', 'ADV', 'Mid-game Videos', 'Multiple Songs']"
64,Neko Para Vol.2 Shimai Neko no Sucre,2016-02-19,7.10,22.18,Short,"['ADV', 'Baker Protagonist', 'Cafe', 'Catgirl Heroine', 'High Amount of Special Effects', 'Kemonomimi Heroine', 'Kemonomimi Support Character', 'Kinetic Novel', 'Nekomimi Heroine', 'Romance', 'Romancing a Family', 'Single Ending', 'Sister Support Character', 'Waitress Heroine', 'Highly Animated Sprites', 'Comedy', 'Male Protagonist', 'Brocon Support Character', ""Protagonist's Sister as a Support Character"", 'Protagonist as the Only Male', 'Lip Sync', ""Super Deformed CG's"", 'Chest Bounciness Slider', 'Side Portraits', 'Interactive Touching Game', 'Achievements', 'Shimaidon with Twins Ending']"
65,Senren * Banka,2016-07-29,7.70,21.46,Long,"['Father Support Character', 'Heroine with Ahoge', 'High School Student Heroine', 'High School Student Protagonist', 'Shinto Shrine', 'Transfer Student Protagonist', 'Unlockable Epilogue', 'Romance', 'Built-in Flowchart', 'Male Protagonist', ""Super Deformed CG's"", 'Varying Ending Songs', 'ADV', 'Curse', 'Multiple Endings', 'Multiple Route Mystery', 'Track Display', 'Fantasy', 'Skip Scenes', 'Episodic Story', 'Only Virgin Heroines', 'Grandfather Support Character', 'Slice of Life Comedy', 'Read Text Marking', 'Arranged Marriage', 'Under the Same Roof', 'Other Perspectives', 'Panic Button', 'Side Portraits', 'Unlockable Routes']"
66,Evenicle,2015-04-24,7.73,21.13,Very long,"['Map Movement', 'RPG', 'Fantasy', 'Fictional World', 'Polygamy', 'Perverted Protagonist', 'Odyssey', 'Sword Wielding Protagonist', 'Comedy', 'Linear Plot', 'More Than Seven Heroines', 'Realtime 3D', 'Male Protagonist', 'Protagonist with a Face', 'ADV', 'Protagonist with a Sprite', 'Game Over', 'Episodic Story', 'Magic', 'Magic/ESP Combat', 'Read Text Marking', 'Tsundere Heroine', 'Lots of Character Sprites', ""Protagonist's Non-blood-related Sister as a Heroine"", 'Harem Ending', 'Knight Heroine', ""Super Deformed CG's"", 'Tactician Heroine', ""Narrating Others' Thoughts"", 'Naked Sprites']"
67,ef - a fairy tale of the two.,2006-12-22,8.02,21.07,Long,"['Enforced Playing Order', 'Unlockable Protagonist', 'Multiple Protagonists', 'Lots of Event CGs', 'Flashback', 'Lip Sync', 'Romance', 'Protagonist with a Face', 'Drama', 'Fictional Modern Day Japanese Town', 'Linear Plot', 'Mystery', 'ADV', 'Amnesia', 'Energetic Heroine', 'Animated Ending', ""Protagonist's Kouhai as a Heroine"", 'Gentle Protagonist', ""Narrating Others' Thoughts"", 'Proactive Protagonist', 'Male Protagonist', 'Heroine with Eyepatch', 'Brief Branches Only', 'Student Heroine', 'Anthology', 'Shy Heroine', 'High School', 'Bad Ending(s)', 'Multiple Opening Movies', 'Nakige']"
68,Kara no Shoujo - The Second Episode,2013-02-08,8.37,20.87,Long,"['Blind Choices', 'Body Horror', 'Multiple Route Mystery', 'Mystery', 'Passage of Time', 'Unlockable Routes', 'One True End', 'Detective Work', 'Ending List', 'Private Detective Protagonist', 'Shouwa Era', 'Murder Mystery', 'Winter', 'Student Heroine', 'Crime', 'Flashback', 'Heroine with Kimono', 'Male Protagonist', ""Protagonist's Sister as a Support Character"", 'Protagonist with Voice Acting', 'Madness', 'Protagonist with a Face', 'Bad Endings with Story', 'More Than Seven Endings', 'Date Display', 'Game Over', 'Map Movement', 'Other Perspectives', 'Multiple Protagonists', 'Third-person Narrative']"
